,Name,Platform,Year of Release,Genre,Publisher,NA Sales,EU Sales,JP Sales,Other Sales,Global Sales,Critic Score,Critic Count,User Score,User Count,Developer,Rating
11015,Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49.0,12.0,5.8,32.0,Prope,E10+
11016,Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.05,0.03,0.0,0.01,0.09,0.0,0.0,0.0,0.0,,
11021,Dead or Alive 5,PSV,2013,Fighting,Tecmo Koei,0.0,0.05,0.03,0.01,0.09,0.0,0.0,0.0,0.0,,
11023,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43.0,46.0,4.5,84.0,"Spark Unlimited, comcept",M
11024,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70.0,22.0,7.8,239.0,Mercury Steam,M
11039,The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.06,0.0,0.02,0.09,0.0,0.0,5.0,7.0,WayForward,E
11046,Cardfight!! Vanguard: Ride to Victory,3DS,2013,Misc,FuRyu,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11051,The Wolf Among Us,PS3,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.02,0.09,0.0,0.0,8.2,48.0,,
11060,Pokemon Rumble World,3DS,2015,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+
11066,Rugby 15,PS3,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,0.0,0.0,0.0,0.0,HB Studios Multimedia,E
11076,DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0.0,0.01,0.09,67.0,34.0,7.4,110.0,Evolution Studios,E
11079,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012,Role-Playing,Acquire,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11081,Uta no Prince-Sama: Music 2,PSP,2013,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11082,Skylanders Imaginators,X360,2016,Platform,Activision,0.04,0.05,0.0,0.01,0.09,0.0,0.0,0.0,0.0,Toys for Bob,E10+
11084,SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0.0,0.0,0.01,0.09,0.0,0.0,3.4,20.0,Activision,E
11103,Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,69.0,43.0,6.6,23.0,Omega Force,T
11108,Pro Yaky? Spirits 2014,PSP,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11116,Atelier Totori: The Adventurer of Arland,PSV,2012,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11121,Fate/Extella: The Umbral Star,PSV,2016,Action,PQube,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,Marvelous Inc.,T
11130,Might & Magic Heroes VII,PC,2015,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,,
11146,Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.09,76.0,30.0,7.6,338.0,MachineGames,M
11147,GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.05,0.0,0.01,0.09,75.0,15.0,6.0,56.0,Codemasters,E
11148,Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11154,Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit,0.02,0.05,0.0,0.01,0.09,0.0,0.0,0.0,0.0,,
11161,Jikkyou Powerful Pro Yakyuu 2012,PSV,2012,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11168,Sengoku Basara 4: Sumeragi,PS3,2015,Action,Capcom,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11169,Terraria,3DS,2016,Action,505 Games,0.0,0.04,0.05,0.0,0.09,71.0,6.0,7.1,21.0,Re-Logic,T
11173,WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,0.02,0.05,0.0,0.01,0.09,0.0,0.0,0.0,0.0,,
11175,Digimon World Re:Digitize Decode,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11183,The Amazing Spider-Man (Console Version),WiiU,2013,Action,Activision,0.05,0.03,0.0,0.01,0.09,0.0,0.0,0.0,0.0,,
11188,Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,0.09,65.0,49.0,5.7,822.0,Piranha Bytes,M
11201,Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,0.05,0.03,0.01,0.01,0.09,0.0,0.0,0.0,0.0,,
11213,Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,Koei Tecmo Games,T
11214,Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.03,0.05,0.0,0.01,0.09,0.0,0.0,0.0,0.0,,
11223,Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,4.0,3.1,30.0,HB Studios Multimedia,E
11225,The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.09,0.0,0.0,0.0,0.0,,
11227,Kuroko's Basketball: Ties to Future,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11232,Inazuma Eleven 3,3DS,2013,Role-Playing,Nintendo,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,,
11235,Just Dance Wii U,WiiU,2014,Misc,Nintendo,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11244,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.09,0.0,0.0,6.1,12.0,Climax Studios,T
11245,The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.09,42.0,5.0,5.6,21.0,WayForward,E
11246,Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,0.07,0.0,0.01,0.09,74.0,40.0,6.7,128.0,Nixxes Software,T
11253,Lost Heroes,3DS,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11256,SD Gundam G Generation Genesis,PSV,2016,Strategy,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,,
11294,Adventure Time: Finn & Jake Investigations,3DS,2015,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11295,Toukiden 2,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,Koei Tecmo Games,
11298,SD Gundam G Generation Genesis,PS4,2016,Strategy,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11299,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0.0,0.0,0.01,0.08,76.0,4.0,4.5,15.0,Eutechnyx,E
11302,BlazBlue Central Fiction,PS4,2016,Fighting,PQube,0.04,0.0,0.03,0.01,0.08,85.0,21.0,7.6,39.0,Arc System Works,T
11322,The Seven Deadly Sins: Unjust Sin,3DS,2015,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11335,How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0,Torus Games,E10+
11340,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.03,0.03,0.0,0.02,0.08,0.0,0.0,2.0,13.0,Exient Entertainment,E
11346,The Voice,X360,2014,Action,Activision,0.07,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11363,The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,11.0,6.3,67.0,HB Studios Multimedia,E
11370,God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,18.0,7.8,44.0,"Shift, Bandai Namco Games",T
11375,MotoGP 14 ,X360,2014,Racing,Milestone S.r.l.,0.04,0.03,0.0,0.01,0.08,0.0,0.0,0.0,0.0,Milestone S.r.l,E
11380,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,90.0,18.0,7.6,312.0,Yacht Club Games,E
11385,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,69.0,16.0,6.8,10.0,Novarama,E10+
11391,Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08,80.0,8.0,6.9,182.0,Konami,E
11392,Transformers: Devastation,PS3,2015,Action,Activision,0.03,0.04,0.0,0.01,0.08,0.0,0.0,7.1,17.0,PlatinumGames,T
11398,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08,69.0,34.0,6.9,400.0,Gearbox Software,T
11403,Kamen Rider: Travelers Senki,3DS,2013,Action,Seventh Chord,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11406,Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11415,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.03,0.0,0.05,0.01,0.08,0.0,0.0,0.0,0.0,,
11420,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0.0,0.0,0.02,0.08,77.0,22.0,6.1,55.0,Digital Eclipse,E
11431,One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11432,I Am In The Movie,Wii,2012,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11437,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,WayForward,E10+
11438,Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.7,77.0,Piranha Bytes,M
11440,Transformers: Devastation,X360,2015,Action,Activision,0.06,0.01,0.0,0.01,0.08,0.0,0.0,8.4,25.0,PlatinumGames,T
11451,Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0.0,0.01,0.08,85.0,27.0,8.0,488.0,Respawn Entertainment,M
11452,Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0.0,0.01,0.08,85.0,15.0,7.4,35.0,Arc System Works,T
11454,Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11472,Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64.0,18.0,7.4,31.0,Omega Force,T
11481,PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0.0,0.01,0.08,51.0,6.0,3.1,7.0,"Namco Bandai Games, Monkey Bar Games",E10+
11487,Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,Broccoli,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11496,Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,52.0,24.0,5.8,320.0,City Interactive,M
11513,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11521,AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11525,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11532,Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11535,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11543,Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11544,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11556,PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,49.0,7.0,5.1,13.0,"Namco Bandai Games, Monkey Bar Games",E10+
11561,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0.0,0.01,0.08,60.0,6.0,0.0,0.0,Vicious Cycle,E10+
11577,Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,58.0,23.0,6.5,345.0,"Cyanide, Cyanide Studios",M
11579,UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.04,0.03,0.01,0.08,0.0,0.0,0.0,0.0,,
11582,Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72.0,28.0,8.3,35.0,FuRyu,T
11584,Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0.0,0.0,0.01,0.08,60.0,19.0,6.7,94.0,Capcom,M
11586,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0,Ubisoft,M
11601,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11605,X Rebirth,PC,2013,Simulation,Koch Media,0.0,0.08,0.0,0.0,0.08,33.0,24.0,3.3,1340.0,Egosoft,T
11610,Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0.0,0.0,0.01,0.08,69.0,41.0,7.3,30.0,Insomniac Games,E
11611,Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11622,Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11624,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,0.03,0.04,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11627,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11630,Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0,Ubisoft Montreal,M
11639,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11642,Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,Visual Concepts,E
11643,Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11653,Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08,0.0,0.0,0.0,0.0,Ubisoft,E
11659,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91.0,13.0,7.7,1963.0,Kojima Productions,M
11666,Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08,0.0,0.0,0.0,0.0,,
11678,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.08,75.0,19.0,8.0,50.0,"Milestone, Milestone S.r.l",E
11682,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,63.0,13.0,6.1,10.0,Omega Force,T
11708,Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11711,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11716,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,82.0,19.0,8.5,525.0,Black Box,T
11718,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.08,0.0,0.0,8.5,82.0,Telltale Games,M
11725,Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.02,0.0,0.05,0.01,0.08,0.0,0.0,0.0,0.0,,
11726,Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.05,0.0,0.02,0.01,0.08,81.0,18.0,8.5,72.0,"Spike Chunsoft, Chime",M
11732,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11741,Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11745,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11746,Rayman Origins,PC,2012,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08,86.0,11.0,8.4,337.0,UBlart Montpellier,E10+
11752,Yoru no Nai Kuni,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11756,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,Alchemist,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,,
11762,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.0,0.05,0.02,0.01,0.07,64.0,10.0,7.1,12.0,Gaming Minds Studios,T
11764,Supremacy MMA,PSV,2012,Fighting,505 Games,0.02,0.04,0.0,0.01,0.07,0.0,0.0,0.0,0.0,,
11772,Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.07,71.0,18.0,7.3,27.0,FuRyu,T
11773,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.04,0.03,0.0,0.01,0.07,0.0,0.0,0.0,0.0,,
11774,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11779,Kenka Banchou 6: Soul & Blood,3DS,2015,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11783,Medabots 8,3DS,2014,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11784,Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.03,0.0,0.01,0.07,0.0,0.0,0.0,0.0,,
11805,Touch Detective: Nameko Shigeru,3DS,2013,Adventure,Success,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11811,PhotoKano,PSV,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11812,Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11816,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11817,Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11818,Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0.0,0.01,0.07,40.0,25.0,3.5,51.0,Fatshark AB,M
11822,Hero Bank,3DS,2014,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11823,Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07,0.0,0.0,4.3,6.0,TOSE,E
11828,Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11829,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,49.0,24.0,5.5,6.0,Mad Catz,T
11832,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11840,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,62.0,19.0,7.7,61.0,Krome Studios,
11873,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,71.0,21.0,6.2,34.0,Compile Heart,T
11878,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11890,Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11892,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.0,0.07,0.0,0.0,0.07,89.0,56.0,8.6,1848.0,From Software,M
11922,E.X. Troopers,3DS,2012,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11923,The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,0.01,0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,
11924,J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11930,Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,Idea Factory International,0.04,0.02,0.0,0.02,0.07,0.0,0.0,0.0,0.0,,
11936,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11959,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,0.0,0.0,0.0,0.0,Ubisoft,E
11964,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.03,0.0,0.03,0.01,0.07,78.0,33.0,8.1,63.0,Spike Chunsoft,T
11971,Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11972,Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0.0,0.01,0.07,32.0,12.0,3.8,74.0,Fatshark AB,M
11974,The Croods: Prehistoric Party!,DS,2013,Misc,D3Publisher,0.03,0.04,0.0,0.01,0.07,0.0,0.0,0.0,0.0,,
11975,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11984,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11995,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
11997,Child of Light,PSV,2014,Role-Playing,Ubisoft,0.0,0.04,0.02,0.01,0.07,83.0,14.0,7.8,108.0,Ubisoft Montreal,E10+
11998,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
12000,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
12005,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0,ZeptoLab,E
12006,Resident Evil: Revelations 2,X360,2015,Action,Capcom,0.04,0.02,0.0,0.01,0.07,0.0,0.0,6.6,48.0,Capcom,M
12013,IA/VT Colorful,PSV,2015,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
12031,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
12036,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0.0,0.0,0.01,0.07,0.0,0.0,2.8,10.0,Robomodo,T
12040,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0.0,0.01,0.07,0.0,0.0,7.0,7.0,Harmonix Music Systems,E10+
12049,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.03,0.0,0.03,0.01,0.07,0.0,0.0,7.8,28.0,Arc System Works,T
12052,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63.0,12.0,7.0,16.0,TOYBOX,T
12054,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
12056,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,55.0,32.0,7.4,45.0,Dimps Corporation,
12057,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0.0,0.04,0.01,0.07,72.0,20.0,8.5,22.0,Sandlot,T
12062,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,58.0,10.0,6.8,15.0,Koei Tecmo Games,T
12069,Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07,0.0,0.0,0.0,0.0,,
12072,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57.0,26.0,6.4,56.0,Compile Heart,T
12075,Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.02,0.02,0.03,0.01,0.07,0.0,0.0,0.0,0.0,,
12084,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,,
